PROJECT	FILE	LINE NUMBER	HANDLER ID	HANDLED EXCEPTION	EXCEPTION TYPE	EXCEPTION ORIGIN	AUTOCOMPLETE	EMPTY
loopj android-async-http	D:\Desenvolvimento\Projetos Github\running\loopj android-async-http\library\src\main\java\com\loopj\android\http\DataAsyncHttpResponseHandler.java	142	42	java.lang.OutOfMemoryError	Error	Java	false	false
loopj android-async-http	D:\Desenvolvimento\Projetos Github\running\loopj android-async-http\library\src\main\java\com\loopj\android\http\FileAsyncHttpResponseHandler.java	125	43	java.io.IOException	Checked	Java	false	false
loopj android-async-http	D:\Desenvolvimento\Projetos Github\running\loopj android-async-http\library\src\main\java\com\loopj\android\http\JsonHttpResponseHandler.java	167	44	org.json.JSONException	Checked	Library	false	false
loopj android-async-http	D:\Desenvolvimento\Projetos Github\running\loopj android-async-http\library\src\main\java\com\loopj\android\http\JsonHttpResponseHandler.java	214	45	org.json.JSONException	Checked	Library	false	false
loopj android-async-http	D:\Desenvolvimento\Projetos Github\running\loopj android-async-http\library\src\main\java\com\loopj\android\http\RequestParams.java	567	46	java.io.UnsupportedEncodingException	Checked	Java	false	false
loopj android-async-http	D:\Desenvolvimento\Projetos Github\running\loopj android-async-http\library\src\main\java\com\loopj\android\http\SaxAsyncHttpResponseHandler.java	103	47	org.xml.sax.SAXException	Checked	Library	false	false
loopj android-async-http	D:\Desenvolvimento\Projetos Github\running\loopj android-async-http\library\src\main\java\com\loopj\android\http\SaxAsyncHttpResponseHandler.java	105	48	javax.xml.parsers.ParserConfigurationException	Checked	Java	false	false
loopj android-async-http	D:\Desenvolvimento\Projetos Github\running\loopj android-async-http\library\src\main\java\com\loopj\android\http\SaxAsyncHttpResponseHandler.java	112	49	java.io.IOException	Checked	Java	false	true
loopj android-async-http	D:\Desenvolvimento\Projetos Github\running\loopj android-async-http\library\src\main\java\com\loopj\android\http\TextHttpResponseHandler.java	91	50	java.io.UnsupportedEncodingException	Checked	Java	false	false
navasmdc MaterialDesignLibrary	D:\Desenvolvimento\Projetos Github\running\navasmdc MaterialDesignLibrary\MaterialDesignLibrary\MaterialDesignDemo\src\main\java\com\gc\materialdesigndemo\ui\ProgressActivity.java	53	1	java.lang.InterruptedException	Checked	Java	true	false
navasmdc MaterialDesignLibrary	D:\Desenvolvimento\Projetos Github\running\navasmdc MaterialDesignLibrary\MaterialDesignLibrary\MaterialDesignDemo\src\main\java\com\gc\materialdesigndemo\ui\ProgressActivity.java	84	2	java.lang.InterruptedException	Checked	Java	true	false
navasmdc MaterialDesignLibrary	D:\Desenvolvimento\Projetos Github\running\navasmdc MaterialDesignLibrary\MaterialDesignLibrary\MaterialDesign\src\main\java\com\gc\materialdesign\widgets\SnackBar.java	108	3	java.lang.InterruptedException	Checked	Java	true	false
navasmdc MaterialDesignLibrary	D:\Desenvolvimento\Projetos Github\running\navasmdc MaterialDesignLibrary\MaterialDesignLibrary\MaterialDesign\src\main\java\com\gc\materialdesign\views\Button.java	171	4	java.lang.Exception	Checked	Java	false	true
navasmdc MaterialDesignLibrary	D:\Desenvolvimento\Projetos Github\running\navasmdc MaterialDesignLibrary\MaterialDesignLibrary\MaterialDesign\src\main\java\com\gc\materialdesign\views\ButtonFloat.java	154	5	java.lang.NoSuchMethodError	Error	Java	false	false
navasmdc MaterialDesignLibrary	D:\Desenvolvimento\Projetos Github\running\navasmdc MaterialDesignLibrary\MaterialDesignLibrary\MaterialDesign\src\main\java\com\gc\materialdesign\views\ButtonIcon.java	20	6	java.lang.NoSuchMethodError	Error	Java	false	false
navasmdc MaterialDesignLibrary	D:\Desenvolvimento\Projetos Github\running\navasmdc MaterialDesignLibrary\MaterialDesignLibrary\MaterialDesign\src\main\java\com\gc\materialdesign\views\ScrollView.java	31	7	java.lang.ClassCastException	Unchecked	Java	false	true
nhaarman ListViewAnimations	D:\Desenvolvimento\Projetos Github\running\nhaarman ListViewAnimations\lib-manipulation\src\androidTest\java\com\nhaarman\listviewanimations\itemmanipulation\swipedismiss\MotionEventUtils.java	98	1	java.lang.SecurityException	Unchecked	Java	false	false
nhaarman ListViewAnimations	D:\Desenvolvimento\Projetos Github\running\nhaarman ListViewAnimations\lib-manipulation\src\androidTest\java\com\nhaarman\listviewanimations\itemmanipulation\dragdrop\MotionEventUtils.java	99	2	java.lang.SecurityException	Unchecked	Java	false	false
nhaarman ListViewAnimations	D:\Desenvolvimento\Projetos Github\running\nhaarman ListViewAnimations\example\src\main\java\com\haarman\listviewanimations\MainActivity.java	149	3	android.os.RemoteException	Checked	Android	false	false
nhaarman ListViewAnimations	D:\Desenvolvimento\Projetos Github\running\nhaarman ListViewAnimations\example\src\main\java\com\haarman\listviewanimations\MainActivity.java	149	3	android.content.IntentSender.SendIntentException	Checked	Android	false	false
nhaarman ListViewAnimations	D:\Desenvolvimento\Projetos Github\running\nhaarman ListViewAnimations\example\src\main\java\com\haarman\listviewanimations\MainActivity.java	185	4	android.os.RemoteException	Checked	Android	false	false
nhaarman ListViewAnimations	D:\Desenvolvimento\Projetos Github\running\nhaarman ListViewAnimations\example\src\main\java\com\haarman\listviewanimations\MainActivity.java	185	4	org.json.JSONException	Checked	Library	false	false
nhaarman ListViewAnimations	D:\Desenvolvimento\Projetos Github\running\nhaarman ListViewAnimations\example\src\main\java\com\haarman\listviewanimations\MainActivity.java	203	5	org.json.JSONException	Checked	Library	false	false
nhaarman ListViewAnimations	D:\Desenvolvimento\Projetos Github\running\nhaarman ListViewAnimations\example\src\main\java\com\haarman\listviewanimations\MainActivity.java	203	5	android.os.RemoteException	Checked	Android	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\sample\src\main\java\com\nostra13\universalimageloader\sample\ext\OldRoundedBitmapDisplayer.java	170	1	java.lang.OutOfMemoryError	Error	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\sample\src\main\java\com\nostra13\universalimageloader\sample\activity\HomeActivity.java	129	2	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\utils\IoUtils.java	107	3	java.io.IOException	Checked	Java	false	true
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\utils\IoUtils.java	117	4	java.lang.Exception	Checked	Java	false	true
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\utils\StorageUtils.java	71	5	java.lang.NullPointerException	Unchecked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\utils\StorageUtils.java	73	6	java.lang.IncompatibleClassChangeError	Error	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\utils\StorageUtils.java	170	7	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\core\DefaultConfigurationFactory.java	91	8	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\core\LoadAndDisplayImageTask.java	168	9	com.nostra13.universalimageloader.core.LoadAndDisplayImageTask.TaskCancelledException	Checked	System	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\core\LoadAndDisplayImageTask.java	188	10	java.lang.InterruptedException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\core\LoadAndDisplayImageTask.java	205	11	java.lang.InterruptedException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\core\LoadAndDisplayImageTask.java	244	12	java.lang.IllegalStateException	Unchecked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\core\LoadAndDisplayImageTask.java	246	13	com.nostra13.universalimageloader.core.LoadAndDisplayImageTask.TaskCancelledException	Checked	System	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\core\LoadAndDisplayImageTask.java	248	14	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\core\LoadAndDisplayImageTask.java	251	15	java.lang.OutOfMemoryError	Error	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\core\LoadAndDisplayImageTask.java	254	16	java.lang.Throwable	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\core\LoadAndDisplayImageTask.java	283	17	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\core\imageaware\ImageViewAware.java	138	18	java.lang.Exception	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\core\download\BaseImageDownloader.java	125	19	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\core\decode\BaseImageDecoder.java	149	20	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\core\decode\BaseImageDecoder.java	181	21	java.io.IOException	Checked	Java	false	true
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\naming\Md5FileNameGenerator.java	48	22	java.security.NoSuchAlgorithmException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java	236	23	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java	276	24	java.io.EOFException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java	436	25	java.io.FileNotFoundException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java	790	26	java.io.FileNotFoundException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java	824	27	java.io.FileNotFoundException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java	829	28	java.io.FileNotFoundException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java	875	29	java.io.IOException	Checked	Java	false	true
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java	888	30	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java	896	31	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java	904	32	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java	912	33	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java	957	34	java.lang.NumberFormatException	Unchecked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\LruDiskCache.java	113	35	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\LruDiskCache.java	135	36	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\LruDiskCache.java	193	37	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\LruDiskCache.java	203	38	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\LruDiskCache.java	213	39	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\LruDiskCache.java	218	40	java.io.IOException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\StrictLineReader.java	153	41	java.io.UnsupportedEncodingException	Checked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\Util.java	70	42	java.lang.RuntimeException	Unchecked	Java	false	false
nostra13 Android-Universal-Image-Loader	D:\Desenvolvimento\Projetos Github\running\nostra13 Android-Universal-Image-Loader\library\src\main\java\com\nostra13\universalimageloader\cache\disc\impl\ext\Util.java	72	43	java.lang.Exception	Checked	Java	false	true
pedant sweet-alert-dialog	D:\Desenvolvimento\Projetos Github\running\pedant sweet-alert-dialog\library\src\main\java\cn\pedant\SweetAlert\OptAnimationLoader.java	23	1	org.xmlpull.v1.XmlPullParserException	Checked	Library	false	false
pedant sweet-alert-dialog	D:\Desenvolvimento\Projetos Github\running\pedant sweet-alert-dialog\library\src\main\java\cn\pedant\SweetAlert\OptAnimationLoader.java	28	2	java.io.IOException	Checked	Java	false	false
pedant sweet-alert-dialog	D:\Desenvolvimento\Projetos Github\running\pedant sweet-alert-dialog\library\src\main\java\cn\pedant\SweetAlert\OptAnimationLoader.java	76	3	java.lang.Exception	Checked	Java	false	false
PhilJay MPAndroidChart	D:\Desenvolvimento\Projetos Github\running\PhilJay MPAndroidChart\MPChartLib\src\main\java\com\github\mikephil\charting\utils\FileUtils.java	67	1	java.io.IOException	Checked	Java	false	false
PhilJay MPAndroidChart	D:\Desenvolvimento\Projetos Github\running\PhilJay MPAndroidChart\MPChartLib\src\main\java\com\github\mikephil\charting\utils\FileUtils.java	138	2	java.io.IOException	Checked	Java	false	false
PhilJay MPAndroidChart	D:\Desenvolvimento\Projetos Github\running\PhilJay MPAndroidChart\MPChartLib\src\main\java\com\github\mikephil\charting\utils\FileUtils.java	146	3	java.io.IOException	Checked	Java	false	false
PhilJay MPAndroidChart	D:\Desenvolvimento\Projetos Github\running\PhilJay MPAndroidChart\MPChartLib\src\main\java\com\github\mikephil\charting\utils\FileUtils.java	207	4	java.io.IOException	Checked	Java	false	false
PhilJay MPAndroidChart	D:\Desenvolvimento\Projetos Github\running\PhilJay MPAndroidChart\MPChartLib\src\main\java\com\github\mikephil\charting\utils\FileUtils.java	224	5	java.io.IOException	Checked	Java	false	false
PhilJay MPAndroidChart	D:\Desenvolvimento\Projetos Github\running\PhilJay MPAndroidChart\MPChartLib\src\main\java\com\github\mikephil\charting\utils\FileUtils.java	249	6	java.io.IOException	Checked	Java	false	false
PhilJay MPAndroidChart	D:\Desenvolvimento\Projetos Github\running\PhilJay MPAndroidChart\MPChartLib\src\main\java\com\github\mikephil\charting\utils\FileUtils.java	257	7	java.io.IOException	Checked	Java	false	false
PhilJay MPAndroidChart	D:\Desenvolvimento\Projetos Github\running\PhilJay MPAndroidChart\MPChartLib\src\main\java\com\github\mikephil\charting\jobs\AnimatedViewPortJob.java	76	8	java.lang.IllegalArgumentException	Unchecked	Java	false	true
PhilJay MPAndroidChart	D:\Desenvolvimento\Projetos Github\running\PhilJay MPAndroidChart\MPChartLib\src\main\java\com\github\mikephil\charting\jobs\AnimatedViewPortJob.java	85	9	java.lang.IllegalArgumentException	Unchecked	Java	false	true
PhilJay MPAndroidChart	D:\Desenvolvimento\Projetos Github\running\PhilJay MPAndroidChart\MPChartLib\src\main\java\com\github\mikephil\charting\charts\Chart.java	1511	10	java.lang.Exception	Checked	Java	false	false
PhilJay MPAndroidChart	D:\Desenvolvimento\Projetos Github\running\PhilJay MPAndroidChart\MPChartLib\src\main\java\com\github\mikephil\charting\charts\Chart.java	1578	11	java.io.IOException	Checked	Java	false	false
PhilJay MPAndroidChart	D:\Desenvolvimento\Projetos Github\running\PhilJay MPAndroidChart\MPChartExample\src\com\xxmassdeveloper\mpchartexample\RealtimeLineChartActivity.java	195	12	java.lang.InterruptedException	Checked	Java	true	false
rey5137 material	D:\Desenvolvimento\Projetos Github\running\rey5137 material\material\src\main\java\com\rey\material\widget\ListPopupWindow.java	80	1	java.lang.NoSuchMethodException	Checked	Java	false	false
rey5137 material	D:\Desenvolvimento\Projetos Github\running\rey5137 material\material\src\main\java\com\rey\material\widget\ListPopupWindow.java	1815	2	java.lang.Exception	Checked	Java	false	false
rey5137 material	D:\Desenvolvimento\Projetos Github\running\rey5137 material\material\src\main\java\com\rey\material\util\ThemeUtil.java	37	3	java.lang.Exception	Checked	Java	false	true
rey5137 material	D:\Desenvolvimento\Projetos Github\running\rey5137 material\material\src\main\java\com\rey\material\util\TypefaceUtil.java	32	4	java.lang.Exception	Checked	Java	false	false
rey5137 material	D:\Desenvolvimento\Projetos Github\running\rey5137 material\material\src\main\java\com\rey\material\drawable\LineMorphingDrawable.java	565	5	java.lang.Exception	Checked	Java	false	true
rey5137 material	D:\Desenvolvimento\Projetos Github\running\rey5137 material\material\src\main\java\com\rey\material\app\BottomSheetDialog.java	51	6	java.lang.IllegalArgumentException	Unchecked	Java	false	true
rey5137 material	D:\Desenvolvimento\Projetos Github\running\rey5137 material\material\src\main\java\com\rey\material\app\Dialog.java	75	7	java.lang.IllegalArgumentException	Unchecked	Java	false	true
roughike BottomBar	D:\Desenvolvimento\Projetos Github\running\roughike BottomBar\bottom-bar\src\main\java\com\roughike\bottombar\MiscUtils.java	67	1	java.lang.NoSuchFieldError	Error	Java	false	false
roughike BottomBar	D:\Desenvolvimento\Projetos Github\running\roughike BottomBar\bottom-bar\src\main\java\com\roughike\bottombar\TabParser.java	89	2	java.io.IOException	Checked	Java	false	false
roughike BottomBar	D:\Desenvolvimento\Projetos Github\running\roughike BottomBar\bottom-bar\src\main\java\com\roughike\bottombar\TabParser.java	89	2	org.xmlpull.v1.XmlPullParserException	Checked	Library	false	false
roughike BottomBar	D:\Desenvolvimento\Projetos Github\running\roughike BottomBar\bottom-bar\src\main\java\com\roughike\bottombar\TabParser.java	174	3	java.lang.Exception	Checked	Java	false	false
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\SmartRefreshLayout.java	503	1	java.lang.Throwable	Checked	Java	false	true
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\internal\pathview\PathParser.java	182	2	java.lang.RuntimeException	Unchecked	Java	false	false
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\internal\pathview\PathParser.java	345	3	java.lang.NumberFormatException	Unchecked	Java	false	false
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\impl\RefreshContentWrapper.java	94	4	java.lang.Exception	Checked	Java	false	true
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\impl\RefreshContentWrapper.java	100	5	java.lang.Exception	Checked	Java	false	true
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\impl\RefreshContentWrapper.java	262	6	java.lang.Throwable	Checked	Java	false	true
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\impl\RefreshContentWrapper.java	269	7	java.lang.Throwable	Checked	Java	false	true
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\impl\RefreshContentWrapper.java	427	8	java.lang.IllegalAccessException	Checked	Java	true	false
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\header\ClassicsHeader.java	186	9	java.lang.Throwable	Checked	Java	true	false
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\app\src\main\java\com\scwang\refreshlayout\util\StatusBarUtil.java	165	10	java.lang.Exception	Checked	Java	false	false
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\app\src\main\java\com\scwang\refreshlayout\util\StatusBarUtil.java	187	11	java.lang.Exception	Checked	Java	false	false
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\app\src\main\java\com\scwang\refreshlayout\util\StatusBarUtil.java	209	12	java.lang.Exception	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-watcher\src\main\java\com\squareup\leakcanary\GcTrigger.java	41	1	java.lang.InterruptedException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\AbstractAnalysisResultService.java	32	2	java.lang.ClassNotFoundException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\AndroidHeapDumper.java	65	3	java.lang.Exception	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\DisplayLeakService.java	98	4	java.io.IOException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\DisplayLeakService.java	104	5	java.io.IOException	Checked	Java	false	true
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\LeakCanary.java	72	6	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\internal\DisplayLeakActivity.java	468	7	java.io.IOException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\internal\DisplayLeakActivity.java	468	7	java.lang.ClassNotFoundException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\internal\DisplayLeakActivity.java	482	8	java.io.IOException	Checked	Java	false	true
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\internal\FutureResult.java	35	9	java.lang.InterruptedException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\internal\LeakCanaryInternals.java	97	10	java.lang.Exception	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\internal\LeakCanaryInternals.java	107	11	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-analyzer\src\main\java\com\squareup\leakcanary\HahaHelper.java	119	12	java.lang.NoSuchMethodException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-analyzer\src\main\java\com\squareup\leakcanary\HahaHelper.java	121	13	java.lang.IllegalAccessException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-analyzer\src\main\java\com\squareup\leakcanary\HahaHelper.java	123	14	java.lang.reflect.InvocationTargetException	Checked	Java	false	false
